TRINITY_DN1943_c0_g1_i2	112252	no rank	Fungi incertae sedis	1	1	1	1.000
TRINITY_DN1902_c0_g1_i2	1907219	species	Piptocephalis cylindrospora	1	1	1	1.000
TRINITY_DN1937_c0_g1_i1	4805	order	Blastocladiales	1	1	1	1.000
TRINITY_DN1924_c0_g5_i1	33154	clade	Opisthokonta	1	1	1	1.000
TRINITY_DN1986_c0_g1_i4	112252	no rank	Fungi incertae sedis	1	1	1	1.000
TRINITY_DN59587_c0_g1_i1	1783272	clade	Terrabacteria group	1	1	1	1.000
TRINITY_DN43284_c0_g1_i1	1962976	species	Niabella sp.	1	1	1	1.000
TRINITY_DN76803_c0_g2_i1	2759	superkingdom	Eukaryota	1	1	1	1.000
TRINITY_DN76802_c0_g1_i1	2759	superkingdom	Eukaryota	1	1	1	1.000
TRINITY_DN34201_c0_g1_i1	41427	species	Anopheles atroparvus	1	1	1	1.000
TRINITY_DN96222_c0_g1_i1	7164	genus	Anopheles	1	1	1	1.000
TRINITY_DN20210_c0_g1_i1	131567	no rank	cellular organisms	4	4	4	1.000
TRINITY_DN53842_c0_g2_i1	0	no rank	unclassified	1	0	0	0.000
TRINITY_DN27541_c0_g1_i1	7147	order	Diptera	2	2	1	0.950
TRINITY_DN11233_c0_g2_i1	7164	genus	Anopheles	2	1	1	1.000
TRINITY_DN11230_c0_g2_i2	41427	species	Anopheles atroparvus	2	2	1	0.810
TRINITY_DN11289_c0_g1_i1	41427	species	Anopheles atroparvus	2	2	1	0.990
TRINITY_DN11249_c0_g1_i1	41427	species	Anopheles atroparvus	2	2	1	0.940
TRINITY_DN11236_c0_g1_i9	7164	genus	Anopheles	1	1	1	1.000
TRINITY_DN95424_c0_g1_i1	1	no rank	root	1	1	1	1.000
TRINITY_DN1930_c0_g1_i3	4805	order	Blastocladiales	1	1	1	1.000
TRINITY_DN1920_c0_g1_i8	33154	clade	Opisthokonta	1	1	1	1.000
TRINITY_DN76822_c0_g2_i1	33213	clade	Bilateria	1	1	1	1.000
TRINITY_DN34211_c0_g1_i2	43817	subfamily	Culicinae	1	1	1	1.000
TRINITY_DN34283_c0_g1_i1	41427	species	Anopheles atroparvus	1	1	1	1.000
TRINITY_DN25184_c0_g1_i1	180227	species	Paramoeba aestuarina	1	1	1	1.000
TRINITY_DN58710_c0_g1_i1	131567	no rank	cellular organisms	1	1	1	1.000
TRINITY_DN42472_c0_g1_i1	7164	genus	Anopheles	2	2	2	1.000
TRINITY_DN7764_c0_g1_i13	2759	superkingdom	Eukaryota	1	1	1	1.000
TRINITY_DN7787_c0_g3_i2	2759	superkingdom	Eukaryota	1	1	1	1.000
TRINITY_DN99079_c0_g1_i1	33083	clade	Dictyostelia	1	1	1	1.000
TRINITY_DN48407_c0_g1_i1	131567	no rank	cellular organisms	4	3	3	1.000
TRINITY_DN9323_c0_g2_i1	2759	superkingdom	Eukaryota	1	1	1	1.000
TRINITY_DN9325_c0_g1_i1	1760	class	Actinomycetia	11	11	5	0.510
TRINITY_DN1641_c0_g1_i12	578462	strain	Allomyces macrogynus ATCC 38327	1	1	1	1.000
TRINITY_DN1694_c0_g1_i20	578462	strain	Allomyces macrogynus ATCC 38327	2	2	1	0.500
TRINITY_DN1666_c0_g1_i11	4805	order	Blastocladiales	1	1	1	1.000
TRINITY_DN1630_c0_g1_i3	4751	kingdom	Fungi	1	1	1	1.000
TRINITY_DN1690_c0_g2_i6	578462	strain	Allomyces macrogynus ATCC 38327	1	1	1	1.000
TRINITY_DN1646_c0_g4_i2	33154	clade	Opisthokonta	2	2	2	1.000
TRINITY_DN2422_c0_g9_i3	4751	kingdom	Fungi	1	1	1	1.000
